"","scores","score","score","score","score","score","score","score","score","score","score","score","score"
"1",-2.01076167874393,-2.01076167874393,0.503422849889885,0.0485772318445083,-0.165888302647864,0.0380705728465628,0.0212317943943885,-0.00536209702701482,-0.018718689388977,-0.00317462662699987,0.000582106526186666,0.00144806796650204,1.10039436244456e-05
"2",-1.19798344598559,-1.19798344598559,0.416097106099213,0.267584344016171,-0.13603759846019,0.00498572215445565,-0.107414452428161,-0.028952309697485,0.0418949381769844,0.00246632023412428,-0.00166434565466931,0.00185874165002642,7.19608121353289e-06
"3",-0.786098117964979,-0.786098117964979,0.281294562632472,-0.0402589102390414,-0.205665955337828,0.0157526685033806,-0.0208124565269363,-0.0159839118572132,0.00161146933402124,-0.00714773296873858,0.00180691621307533,-0.00133584935136694,-2.98797261293952e-05
"4",-0.542865744995245,-0.542865744995245,0.390396313920772,-0.0101449624513676,-0.178379288694848,0.0262518120833073,0.0300142555457873,0.0117659584462048,-0.0301025552551889,0.00247126415765835,-0.00421311748582796,-0.000543126199277485,-3.37868110870152e-05
"5",-4.54628839514698,-4.54628839514698,-0.168930772379098,-0.304973105743833,0.073434327854245,0.0795502234441677,-0.201193273681822,0.0382087719744631,-0.00825651295368982,-0.0173016387932374,5.16379171530905e-05,0.000879025837059742,2.1390388666703e-05
"6",0.562200696101009,0.562200696101009,-0.122644045737182,0.0270134117818926,-0.178084664477966,0.0192858174995628,-0.0504893625018797,0.0170857754647159,0.0058170043233064,0.00429758230310318,-0.00107138359527858,0.0016001374128362,4.84579819831049e-05
"7",-0.78797506248943,-0.78797506248943,-0.997272279104826,0.30073867830275,-0.101551240531542,0.0192473147029432,-0.0184527404205272,-0.0257802935363481,0.0101788369570742,0.000961508030857193,-0.00656917732826113,0.000656444364310836,-8.37477280060968e-05
"8",-1.15685205107243,-1.15685205107243,-0.219116398398358,0.239566567207568,-0.123293446838959,0.00840559101754457,-0.000992179558510674,-0.0274502530119487,0.0127169654538233,0.000895853550275355,0.00398088317327521,-0.000547340258012178,1.57121169254689e-05
"9",-2.58573121205246,-2.58573121205246,-0.486594113286388,-0.225540071143384,-0.0136351364252882,0.206365187494654,0.0911868659676067,0.0028757961798669,-0.00297338999117019,-0.00224380311771867,0.00899099142286717,0.00100034417961531,-6.31260803459099e-05
"10",-1.98121544382557,-1.98121544382557,0.517297930599794,-0.0168380977342698,0.0622683109925983,0.134779947226307,-0.00496547559186104,-0.037274069517152,0.00146800971403927,0.00449539497172484,-0.00400422642665671,-0.000393758417255465,4.17078963005929e-05
